"","age","sex","race","hispanic","educ","income","born","relig","relig16","owngun","hunt","marital","happy","eatmeat","recycle","health","life"
"812",68,"male","white","not hispanic",20,84498,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",3,"never","fair","exciting"
"813",47,"male","other","not hispanic",12,57339,"no","none","none","no","no, neither r nor spouse hunts","married","not too happy",5,"sometimes","fair","routine"
"814",41,"female","white","hispanic",17,112664,"no","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","exciting"
"815",31,"female","white","not hispanic",14,1856,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"often","good","routine"
"816",67,"male","white","not hispanic",13,114708,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","fair","exciting"
"817",43,"female","white","not hispanic",12,38149,"yes","jewish","jewish","no","no, neither r nor spouse hunts","never married","pretty happy",0,"often","good","routine"
"818",52,"male","white","not hispanic",12,15394,"yes","none","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",5,"always","good","exciting"
"819",73,"male","white","not hispanic",16,52842,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","good","routine"
"820",53,"female","white","not hispanic",11,13249,"yes","other","none","no","no, neither r nor spouse hunts","never married","not too happy",3,"always","poor","routine"
"821",47,"female","black","not hispanic",15,18590,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",1,"always","poor","routine"
"822",63,"female","white","not hispanic",16,97697,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","routine"
"823",80,"male","white","not hispanic",14,26734,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","very happy",6,"always","good","exciting"
"824",59,"female","white","not hispanic",18,99655,"yes","protestant","none","no","no, neither r nor spouse hunts","married","not too happy",4,"always","good","routine"
"825",67,"female","white","not hispanic",12,3098,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",3,"often","good","routine"
"826",26,"male","white","not hispanic",13,54643,"yes","jewish","none","no","no, neither r nor spouse hunts","never married","not too happy",3,"always","fair","routine"
"827",55,"female","white","not hispanic",14,64184,"yes","protestant","catholic","yes","yes, respondent does","married","not too happy",3,"always","good","dull"
"828",28,"female","white","not hispanic",17,114714,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","very happy",4,"sometimes","good","routine"
"829",43,"female","black","not hispanic",12,43394,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",0,"sometimes","good","routine"
"830",54,"female","white","not hispanic",13,44797,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",7,"sometimes","good","routine"
"831",39,"male","other","not hispanic",16,108666,"no","other","other","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","good","exciting"
"832",66,"female","white","not hispanic",16,59064,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","divorced","pretty happy",3,"always","good","routine"
"833",59,"female","white","not hispanic",14,54262,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","divorced","pretty happy",4,"recycling not available where i live","good","routine"
"834",81,"female","white","not hispanic",12,34770,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"never","good","routine"
"835",29,"male","white","not hispanic",13,35392,"yes","none","none","no","no, neither r nor spouse hunts","never married","not too happy",5,"never","fair","routine"
"836",63,"male","white","not hispanic",16,66057,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",5,"always","good","exciting"
"837",47,"female","white","not hispanic",16,27462,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",0,"always","excellent","routine"
"838",74,"male","white","not hispanic",16,65085,"yes","none","catholic","no","no, neither r nor spouse hunts","widowed","pretty happy",3,"always","fair","routine"
"839",63,"male","white","not hispanic",14,5619,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"never","good","routine"
"840",30,"male","white","hispanic",15,94267,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",6,"always","good","exciting"
"841",56,"male","other","not hispanic",19,107638,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","excellent","exciting"
"842",39,"female","white","not hispanic",16,42729,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","good","routine"
"843",39,"male","other","not hispanic",16,85082,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","very happy",0,"never","excellent","exciting"
"844",43,"female","black","not hispanic",14,14831,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"recycling not available where i live","good","exciting"
"845",57,"female","black","not hispanic",12,888,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",3,"never","excellent","dull"
"846",82,"female","white","not hispanic",16,19933,"yes","none","catholic","no","no, neither r nor spouse hunts","widowed","pretty happy",2,"recycling not available where i live","good","exciting"
"847",50,"male","white","not hispanic",14,55187,"yes","none","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",2,"never","good","routine"
"848",28,"male","white","not hispanic",16,28425,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","not too happy",2,"always","excellent","routine"
"849",61,"female","white","not hispanic",12,114347,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","very happy",5,"always","excellent","exciting"
"850",73,"male","white","not hispanic",16,98093,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",3,"always","good","routine"
"851",29,"male","white","hispanic",13,55379,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"852",27,"female","black","not hispanic",12,19132,"yes","protestant","protestant","no","no, neither r nor spouse hunts","separated","pretty happy",3,"never","fair","routine"
"853",59,"male","white","not hispanic",20,114352,"no","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"854",67,"female","other","hispanic",13,99287,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",7,"never","fair","routine"
"855",44,"female","white","not hispanic",18,52221,"yes","protestant","protestant","yes","yes, spouse does","married","pretty happy",1,"often","good","routine"
"856",74,"female","white","not hispanic",16,88229,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",1,"always","good","routine"
"857",51,"male","white","not hispanic",16,96600,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","divorced","pretty happy",2,"often","good","routine"
"858",35,"female","white","not hispanic",14,32276,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","not too happy",1,"always","good","exciting"
"859",79,"female","white","not hispanic",18,62156,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",5,"always","good","routine"
"860",43,"female","white","not hispanic",16,76936,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",0,"always","excellent","routine"
"861",85,"male","white","not hispanic",13,109900,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",0,"always","good","exciting"
"862",56,"female","white","not hispanic",14,84814,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","very happy",7,"never","excellent","exciting"
"863",41,"female","white","not hispanic",15,89629,"yes","protestant","none","yes","yes, respondent does","divorced","pretty happy",1,"often","good","exciting"
"864",41,"male","white","not hispanic",18,64154,"yes","none","none","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","excellent","exciting"
"865",57,"male","white","not hispanic",17,91552,"yes","catholic","none","yes","yes, respondent does","married","pretty happy",4,"always","good","routine"
"866",53,"male","black","not hispanic",14,36119,"no","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",5,"always","good","exciting"
"867",59,"female","black","not hispanic",16,39620,"yes","protestant","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",3,"sometimes","good","routine"
"868",78,"male","white","not hispanic",18,42234,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",0,"always","excellent","exciting"
"869",64,"female","white","not hispanic",15,13400,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","very happy",4,"always","good","exciting"
"870",78,"male","white","not hispanic",12,96953,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"871",66,"female","white","not hispanic",14,113309,"yes","none","none","no","no, neither r nor spouse hunts","widowed","pretty happy",2,"always","excellent","exciting"
"872",36,"male","white","not hispanic",15,59892,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",5,"always","fair","routine"
"873",44,"female","white","not hispanic",16,24740,"yes","protestant","none","no","no, neither r nor spouse hunts","never married","pretty happy",3,"always","good","routine"
"874",44,"female","black","not hispanic",20,55409,"yes","other","other","no","no, neither r nor spouse hunts","never married","pretty happy",3,"never","excellent","routine"
"875",55,"male","white","not hispanic",16,31801,"yes","other","protestant","no","yes, respondent does","divorced","pretty happy",3,"often","good","routine"
"876",30,"female","other","not hispanic",16,40541,"yes","other","other","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","excellent","routine"
"877",75,"male","white","not hispanic",14,93597,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",2,"often","fair","exciting"
"878",58,"female","white","not hispanic",12,19163,"yes","protestant","protestant","yes","yes, spouse does","married","pretty happy",2,"often","good","routine"
"879",60,"male","white","not hispanic",15,57192,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","good","exciting"
"880",26,"female","white","not hispanic",16,36471,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",1,"sometimes","fair","routine"
"881",50,"female","white","not hispanic",19,109909,"yes","none","none","yes","no, neither r nor spouse hunts","married","very happy",1,"always","excellent","routine"
"882",58,"male","other","not hispanic",12,93708,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","good","exciting"
"883",67,"female","black","not hispanic",18,58793,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"sometimes","fair","routine"
"884",61,"male","white","not hispanic",18,34257,"yes","catholic","catholic","yes","yes, respondent does","married","pretty happy",2,"recycling not available where i live","excellent","exciting"
"885",65,"male","white","not hispanic",16,21153,"yes","other","other","no","no, neither r nor spouse hunts","widowed","pretty happy",4,"always","good","exciting"
"886",39,"female","other","hispanic",16,69113,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",3,"always","excellent","exciting"
"887",84,"female","white","not hispanic",16,79446,"yes","jewish","jewish","no","no, neither r nor spouse hunts","widowed","pretty happy",3,"always","good","routine"
"888",69,"female","white","not hispanic",20,66070,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"always","good","exciting"
"889",68,"male","black","not hispanic",18,104898,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",4,"often","good","routine"
"890",70,"female","black","not hispanic",13,106388,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"always","good","dull"
"891",28,"female","black","not hispanic",15,71983,"no","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"sometimes","fair","routine"
"892",29,"male","white","not hispanic",16,106480,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"never","good","exciting"
"893",31,"male","white","not hispanic",17,57452,"yes","other","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",0,"often","good","exciting"
"894",56,"male","white","not hispanic",19,67208,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",4,"sometimes","good","exciting"
"895",63,"female","black","not hispanic",14,2617,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",0,"never","good","routine"
"896",58,"female","white","not hispanic",16,44521,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","excellent","routine"
"897",49,"male","white","not hispanic",12,75660,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","routine"
"898",39,"female","other","hispanic",16,50595,"no","catholic","none","no","no, neither r nor spouse hunts","married","very happy",4,"always","excellent","exciting"
"899",36,"male","white","not hispanic",16,109454,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"900",31,"male","white","not hispanic",13,23415,"yes","none","none","no","no, neither r nor spouse hunts","never married","not too happy",0,"often","good","routine"
"901",62,"female","white","not hispanic",15,87213,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",3,"always","good","exciting"
"902",84,"male","black","not hispanic",16,61779,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","not too happy",0,"never","fair","routine"
"903",63,"female","other","not hispanic",18,28535,"yes","other","protestant","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","excellent","routine"
"904",68,"female","white","not hispanic",12,41959,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","good","exciting"
"905",62,"male","other","hispanic",12,24110,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",3,"always","excellent","routine"
"906",55,"female","white","not hispanic",12,68535,"yes","none","none","yes","yes, respondent does","divorced","very happy",7,"sometimes","poor","routine"
"907",55,"female","white","not hispanic",13,62733,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",2,"often","good","routine"
"908",68,"male","white","not hispanic",18,37085,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"sometimes","fair","routine"
"909",60,"male","other","not hispanic",18,80371,"no","none","none","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"910",45,"male","white","not hispanic",20,56526,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"911",49,"male","white","not hispanic",15,54136,"yes","catholic","catholic","yes","yes, respondent does","married","pretty happy",4,"always","excellent","routine"
"912",62,"female","white","not hispanic",16,76605,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"913",69,"female","white","not hispanic",16,101257,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",3,"sometimes","good","routine"
"914",74,"male","white","not hispanic",12,70977,"yes","other","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"never","fair","routine"
"915",57,"male","white","not hispanic",13,78600,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",5,"always","excellent","routine"
"916",53,"male","white","not hispanic",17,76432,"yes","other","other","no","no, neither r nor spouse hunts","married","not too happy",7,"sometimes","good","exciting"
"917",37,"male","white","not hispanic",16,94705,"yes","catholic","catholic","no","yes, both do","married","pretty happy",3,"often","good","exciting"
"918",34,"male","white","not hispanic",12,19057,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",7,"recycling not available where i live","fair","dull"
"919",47,"female","white","not hispanic",16,116349,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"always","good","routine"
"920",31,"female","white","not hispanic",18,61148,"yes","none","none","no","no, neither r nor spouse hunts","married","pretty happy",3,"recycling not available where i live","good","routine"
"921",36,"female","white","hispanic",9,94057,"no","catholic","catholic","yes","no, neither r nor spouse hunts","married","very happy",5,"always","good","exciting"
"922",36,"male","white","not hispanic",16,69040,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",4,"often","good","exciting"
"923",45,"male","white","not hispanic",16,77978,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",4,"always","good","exciting"
"924",43,"female","white","not hispanic",16,65656,"yes","protestant","protestant","yes","yes, spouse does","married","pretty happy",4,"always","good","routine"
"925",43,"female","black","not hispanic",12,21084,"yes","protestant","protestant","yes","yes, spouse does","married","not too happy",2,"sometimes","good","routine"
"926",71,"female","white","not hispanic",12,116884,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"recycling not available where i live","good","routine"
"927",37,"male","white","not hispanic",16,82790,"yes","none","jewish","no","no, neither r nor spouse hunts","married","very happy",0,"always","excellent","routine"
"928",70,"male","white","not hispanic",20,39142,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",6,"always","fair","routine"
"929",43,"male","white","not hispanic",14,38311,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","not too happy",2,"never","fair","routine"
"930",38,"female","white","not hispanic",11,37609,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",7,"always","good","dull"
"931",80,"male","white","not hispanic",16,31616,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",4,"often","fair","routine"
"932",34,"female","black","not hispanic",16,69581,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",0,"often","good","routine"
"933",39,"male","white","not hispanic",16,113445,"yes","catholic","catholic","yes","yes, respondent does","married","not too happy",4,"often","fair","routine"
"934",81,"female","black","not hispanic",18,66568,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"935",35,"female","white","not hispanic",16,43021,"yes","other","protestant","no","no, neither r nor spouse hunts","married","very happy",5,"sometimes","excellent","exciting"
"936",46,"female","black","not hispanic",18,79401,"yes","protestant","none","no","no, neither r nor spouse hunts","separated","pretty happy",3,"always","good","routine"
"937",67,"male","black","not hispanic",12,16745,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"often","good","routine"
"938",75,"male","white","not hispanic",14,110976,"yes","protestant","protestant","yes","yes, respondent does","divorced","pretty happy",4,"sometimes","fair","routine"
"939",71,"male","white","not hispanic",19,35387,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",4,"always","good","exciting"
"940",35,"male","white","not hispanic",16,70692,"yes","catholic","catholic","yes","yes, respondent does","married","very happy",2,"always","good","exciting"
"941",40,"male","white","not hispanic",13,45119,"yes","catholic","catholic","yes","yes, respondent does","married","pretty happy",7,"always","fair","routine"
"942",73,"female","white","not hispanic",12,15704,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",2,"always","good","routine"
"943",26,"female","white","not hispanic",14,69,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","not too happy",1,"often","good","exciting"
"944",54,"male","white","not hispanic",12,62583,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",5,"sometimes","fair","routine"
"945",40,"female","white","not hispanic",17,74734,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",0,"recycling not available where i live","good","routine"
"946",44,"female","white","not hispanic",16,73735,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",3,"always","good","exciting"
"947",30,"female","white","hispanic",14,13824,"yes","other","protestant","no","no, neither r nor spouse hunts","never married","not too happy",3,"sometimes","good","routine"
"948",75,"male","white","not hispanic",16,67165,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",1,"always","excellent","exciting"
"949",44,"male","white","not hispanic",16,6735,"no","other","none","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","fair","exciting"
"950",45,"male","other","not hispanic",16,42635,"no","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","good","routine"
"951",53,"female","other","not hispanic",16,68029,"no","protestant","none","no","no, neither r nor spouse hunts","separated","pretty happy",2,"always","fair","routine"
"952",37,"female","other","hispanic",12,2854,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","not too happy",2,"often","good","exciting"
"953",29,"female","white","not hispanic",16,74773,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",4,"always","good","routine"
"954",31,"female","white","not hispanic",15,14376,"yes","other","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"recycling not available where i live","fair","routine"
"955",26,"female","other","hispanic",18,51298,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","very happy",0,"always","good","exciting"
"956",74,"female","white","not hispanic",12,71493,"yes","protestant","none","yes","no, neither r nor spouse hunts","married","pretty happy",0,"never","fair","routine"
"957",20,"male","black","not hispanic",12,11898,"yes","jewish","none","no","no, neither r nor spouse hunts","never married","very happy",4,"often","excellent","exciting"
"958",29,"male","white","not hispanic",17,52293,"yes","none","none","no","no, neither r nor spouse hunts","never married","pretty happy",4,"recycling not available where i live","good","routine"
"959",71,"male","white","not hispanic",16,12431,"yes","protestant","protestant","yes","yes, respondent does","never married","not too happy",7,"always","fair","dull"
"960",47,"male","black","not hispanic",16,82972,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",7,"never","good","exciting"
"961",32,"female","white","hispanic",20,107335,"yes","none","catholic","yes","yes, spouse does","married","pretty happy",2,"always","good","exciting"
"962",45,"male","white","not hispanic",15,80890,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"963",73,"male","white","not hispanic",14,116393,"yes","none","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",1,"often","fair","exciting"
"964",52,"male","other","not hispanic",16,106685,"no","catholic","none","no","no, neither r nor spouse hunts","married","very happy",1,"always","good","routine"
"965",84,"female","white","not hispanic",14,44806,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",1,"often","fair","routine"
"966",68,"female","black","not hispanic",14,70117,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","very happy",1,"recycling not available where i live","good","routine"
"967",60,"female","white","not hispanic",8,87691,"yes","none","none","no","no, neither r nor spouse hunts","divorced","pretty happy",7,"sometimes","good","exciting"
"968",68,"male","white","not hispanic",16,40418,"yes","none","catholic","no","no, neither r nor spouse hunts","married","very happy",6,"always","good","exciting"
"969",65,"female","white","not hispanic",16,15676,"yes","protestant","protestant","no","yes, respondent does","never married","not too happy",3,"always","fair","routine"
"970",50,"male","white","not hispanic",14,89328,"yes","protestant","protestant","yes","yes, respondent does","married","pretty happy",3,"always","good","exciting"
"971",44,"male","other","not hispanic",16,41865,"no","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","good","routine"
"972",85,"female","white","not hispanic",11,20593,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",2,"recycling not available where i live","fair","routine"
"973",43,"male","white","not hispanic",19,88432,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",6,"always","excellent","routine"
"974",65,"female","white","not hispanic",16,40048,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",6,"always","fair","routine"
"975",26,"male","white","hispanic",14,69865,"yes","none","catholic","yes","no, neither r nor spouse hunts","married","very happy",2,"recycling not available where i live","good","routine"
"976",61,"male","black","not hispanic",20,81829,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","routine"
"977",59,"male","white","hispanic",11,52284,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",3,"always","good","exciting"
"978",54,"male","white","not hispanic",16,48522,"no","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",4,"recycling not available where i live","poor","routine"
"979",35,"male","white","not hispanic",18,86757,"no","protestant","other","yes","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","routine"
"980",26,"female","other","not hispanic",16,30211,"no","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"often","good","routine"
"981",35,"male","other","not hispanic",16,72393,"no","none","none","no","no, neither r nor spouse hunts","married","pretty happy",7,"often","fair","routine"
"982",59,"female","white","hispanic",14,85345,"yes","protestant","catholic","no","no, neither r nor spouse hunts","never married","not too happy",2,"sometimes","good","exciting"
"983",30,"male","white","not hispanic",15,88626,"yes","protestant","catholic","no","yes, respondent does","married","pretty happy",7,"never","fair","routine"
"984",59,"female","white","not hispanic",13,65431,"yes","protestant","catholic","yes","no, neither r nor spouse hunts","divorced","not too happy",2,"recycling not available where i live","good","routine"
"985",34,"male","white","not hispanic",10,4019,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","exciting"
"986",65,"female","white","not hispanic",9,68813,"yes","none","none","yes","yes, spouse does","married","pretty happy",4,"recycling not available where i live","fair","routine"
"987",70,"male","white","not hispanic",12,79625,"yes","protestant","protestant","no","yes, both do","married","pretty happy",3,"always","good","exciting"
"988",26,"male","white","not hispanic",18,55431,"yes","protestant","protestant","yes","yes, both do","married","pretty happy",1,"always","good","routine"
"989",28,"female","white","not hispanic",18,82376,"yes","none","catholic","yes","yes, spouse does","married","pretty happy",2,"recycling not available where i live","excellent","routine"
"990",63,"female","white","not hispanic",15,30667,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","excellent","exciting"
"991",58,"female","white","not hispanic",12,88021,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",0,"recycling not available where i live","good","exciting"
"992",60,"male","white","not hispanic",17,107327,"yes","catholic","catholic","yes","yes, respondent does","married","not too happy",4,"always","excellent","exciting"
"993",28,"male","white","not hispanic",17,86430,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"always","excellent","routine"
"994",55,"female","black","not hispanic",16,8866,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"always","good","routine"
"995",68,"female","white","not hispanic",12,53532,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",4,"often","good","routine"
"996",34,"male","black","not hispanic",20,40269,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","very happy",6,"always","excellent","exciting"
"997",67,"male","white","not hispanic",17,51099,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"998",29,"female","white","not hispanic",16,70787,"yes","none","catholic","no","no, neither r nor spouse hunts","married","very happy",3,"often","good","exciting"
"999",65,"female","white","hispanic",14,37311,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"recycling not available where i live","good","exciting"
"1000",27,"female","white","not hispanic",18,5115,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",4,"often","excellent","routine"
"1001",81,"female","white","hispanic",17,4197,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"1002",53,"female","white","not hispanic",13,79285,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"1003",28,"female","white","not hispanic",19,67106,"yes","protestant","protestant","yes","yes, both do","married","very happy",4,"sometimes","good","exciting"
"1004",21,"female","white","not hispanic",14,8970,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","not too happy",3,"never","good","routine"
"1005",29,"female","white","not hispanic",16,92191,"yes","protestant","protestant","no","yes, spouse does","married","pretty happy",1,"never","good","routine"
"1006",68,"female","white","not hispanic",20,2591,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",2,"always","good","exciting"
